rg,nome,idade,cidade,doenca
94090245,Williard,71,Ribeirão das Neves,dengue
94091022,Vesta,9,Belo Horizonte,fibromialgia
94091799,Joyce,5,Santa Luzia,artrite
94092576,Lue,61,Betim,dengue
94093353,Arena,55,Belo Horizonte,fibromialgia
94094130,Jonah,26,Belo Horizonte,gripe
94094907,Marietta,86,Betim,catapora
94095684,Louise,96,Ribeirão das Neves,dengue
94096461,Godfrey,71,Ribeirão das Neves,covid-19
94097238,Eben,78,Ribeirão das Neves,febre amarela
94098015,Lauretta,92,Ribeirão das Neves,febre amarela
94098792,Cleona,57,Santa Luzia,gripe
94099569,Minor,68,Betim,febre amarela
94100346,Irene,54,Santa Luzia,covid-19
94101123,Odile,23,Betim,artrite
94101900,Murl,4,Contagem,artrite
94102677,Emile,74,Betim,pneumonia
94103454,Dellar,19,Ribeirão das Neves,dengue
94104231,Gustav,93,Betim,covid-19
94105008,Clarence,65,Ribeirão das Neves,fibromialgia
94105785,Maurice,44,Santa Luzia,catapora
94106562,Arne,13,Ribeirão das Neves,covid-19
94107339,Albertha,25,Betim,virose
94108116,Ura,95,Santa Luzia,dengue
94108893,Elex,17,Ribeirão das Neves,dengue
94109670,India,85,Ribeirão das Neves,virose
94110447,Durward,93,Santa Luzia,dengue
94111224,Alonzo,23,Ribeirão das Neves,cancer
94112001,Webster,18,Belo Horizonte,covid-19
94112778,Seaborn,18,Contagem,catapora
94113555,Belva,22,Ribeirão das Neves,artrite
94114332,Elmore,47,Betim,dengue
94115109,Alberto,7,Betim,gripe
94115886,Eddith,47,Betim,pneumonia
94116663,Lindsey,48,Contagem,dengue
94117440,Lavonia,76,Contagem,fibromialgia
94118217,Phoebe,89,Ribeirão das Neves,covid-19
94118994,Guadalupe,77,Ribeirão das Neves,dengue
94119771,Netta,99,Betim,virose
94120548,Rafael,69,Ribeirão das Neves,virose
94121325,Lupe,89,Contagem,virose
94122102,Luisa,42,Belo Horizonte,virose
94122879,Alvin,20,Santa Luzia,dengue
94123656,Prentice,50,Ribeirão das Neves,artrite
94124433,Classie,76,Santa Luzia,cancer
94125210,Orilla,89,Santa Luzia,covid-19
94125987,Lacy,95,Belo Horizonte,artrite
94126764,Callie,44,Betim,febre amarela
94127541,Annie,42,Ribeirão das Neves,covid-19
94128318,Hattie,23,Santa Luzia,pneumonia
94129095,Mickey,9,Betim,catapora
94129872,Burl,13,Betim,febre amarela
94130649,Katharine,24,Belo Horizonte,fibromialgia
94131426,Rebecca,26,Contagem,covid-19
94132203,Edna,35,Belo Horizonte,gripe
94132980,Dewitt,67,Ribeirão das Neves,fibromialgia
94133757,Sophia,9,Santa Luzia,gripe
94134534,Isidore,12,Santa Luzia,cancer
94135311,Ernie,86,Belo Horizonte,artrite
94136088,Mandy,28,Betim,catapora
94136865,Murray,6,Belo Horizonte,pneumonia
94137642,Nora,1,Betim,pneumonia
94138419,Almeta,87,Santa Luzia,artrite
94139196,Griffin,38,Contagem,febre amarela
94139973,Jessie,90,Ribeirão das Neves,catapora
94140750,Orra,9,Belo Horizonte,fibromialgia
94141527,Hallie,55,Belo Horizonte,covid-19
94142304,Veda,56,Betim,virose
94143081,Marry,95,Betim,gripe
94143858,Amasa,44,Belo Horizonte,fibromialgia
94144635,Beth,54,Belo Horizonte,gripe
94145412,Verdie,55,Ribeirão das Neves,fibromialgia
94146189,Clare,91,Betim,covid-19
94146966,Pluma,57,Santa Luzia,pneumonia
94147743,Hershell,44,Betim,covid-19
94148520,Von,59,Santa Luzia,cancer
94149297,Clem,2,Contagem,gripe
94150074,Addie,75,Santa Luzia,gripe
94150851,Ethyl,15,Ribeirão das Neves,febre amarela
94151628,Ura,93,Santa Luzia,gripe
94152405,Apolonio,60,Santa Luzia,artrite
94153182,Maxie,9,Ribeirão das Neves,virose
94153959,Celia,57,Belo Horizonte,pneumonia
94154736,Estellar,26,Betim,febre amarela
94155513,Julian,50,Belo Horizonte,artrite
94156290,Louisa,90,Betim,catapora
94157067,Bradford,93,Ribeirão das Neves,febre amarela
94157844,Chancey,18,Ribeirão das Neves,gripe
94158621,Ardis,35,Santa Luzia,dengue
94159398,Lucie,22,Belo Horizonte,virose
94160175,Waldo,26,Belo Horizonte,artrite
94160952,Sammie,50,Santa Luzia,artrite
94161729,Hamp,70,Santa Luzia,cancer
94162506,Eric,83,Santa Luzia,febre amarela
94163283,Charity,36,Belo Horizonte,febre amarela
94164060,Julious,20,Santa Luzia,cancer
94164837,Godfrey,74,Contagem,fibromialgia
94165614,Kizzie,30,Ribeirão das Neves,artrite
94166391,Rosita,28,Santa Luzia,pneumonia
94167168,Davis,14,Ribeirão das Neves,artrite
94167945,Ester,23,Ribeirão das Neves,fibromialgia
94168722,Nathaniel,65,Betim,catapora
94169499,Hurley,41,Santa Luzia,virose
94170276,Cal,63,Belo Horizonte,artrite
94171053,Granville,90,Contagem,gripe
94171830,Signa,91,Contagem,cancer
94172607,Genie,51,Ribeirão das Neves,catapora
94173384,Illa,53,Contagem,covid-19
94174161,Delbert,61,Ribeirão das Neves,artrite
94174938,Nora,93,Contagem,catapora
94175715,Lawerence,95,Betim,febre amarela
94176492,Sollie,43,Betim,cancer
94177269,Elois,11,Ribeirão das Neves,virose
94178046,Jimmie,8,Belo Horizonte,fibromialgia
94178823,Dellie,96,Santa Luzia,artrite
94179600,Luberta,76,Belo Horizonte,fibromialgia
94180377,Emelia,54,Contagem,febre amarela
94181154,Lucius,53,Contagem,artrite
94181931,Ulysses,47,Contagem,gripe
94182708,Amma,78,Ribeirão das Neves,catapora
94183485,Theadore,3,Ribeirão das Neves,pneumonia
94184262,Austin,91,Betim,cancer
94185039,Elwin,14,Santa Luzia,dengue
94185816,Conrad,52,Betim,gripe
94186593,Katie,48,Ribeirão das Neves,covid-19
94187370,Myrtie,54,Betim,covid-19
94188147,Lavina,8,Ribeirão das Neves,virose
94188924,Link,36,Ribeirão das Neves,catapora
94189701,Shellie,73,Belo Horizonte,virose
94190478,Levy,61,Contagem,artrite
94191255,Julia,97,Contagem,febre amarela
94192032,Aubry,31,Santa Luzia,pneumonia
94192809,Bettie,54,Belo Horizonte,virose
94193586,Gracia,36,Contagem,febre amarela
94194363,Garland,68,Belo Horizonte,pneumonia
94195140,Deborah,89,Betim,pneumonia
94195917,Wyatt,55,Belo Horizonte,gripe
94196694,Alla,95,Santa Luzia,catapora
94197471,Etter,54,Santa Luzia,artrite
94198248,Paula,18,Santa Luzia,catapora
94199025,Lonzo,93,Ribeirão das Neves,pneumonia
94199802,Gussie,57,Contagem,fibromialgia
94200579,Hannah,60,Ribeirão das Neves,febre amarela
94201356,Beth,91,Betim,artrite
94202133,Jamie,47,Santa Luzia,pneumonia
94202910,Pricilla,8,Contagem,cancer
94203687,Virgina,81,Ribeirão das Neves,fibromialgia
94204464,Elzie,59,Belo Horizonte,fibromialgia
94205241,Ezekiel,37,Ribeirão das Neves,dengue
94206018,Veronica,13,Ribeirão das Neves,virose
94206795,Price,41,Belo Horizonte,covid-19
94207572,Otelia,3,Santa Luzia,cancer
94208349,Loraine,61,Betim,artrite
94209126,Verle,67,Santa Luzia,catapora
94209903,Thompson,84,Belo Horizonte,gripe
94210680,Hoy,67,Ribeirão das Neves,catapora
94211457,Jonnie,50,Betim,catapora
94212234,Delfinia,20,Betim,pneumonia
94213011,Elisabeth,52,Santa Luzia,pneumonia
94213788,Maryjane,73,Betim,covid-19
94214565,Russell,89,Santa Luzia,cancer
94215342,Venia,98,Contagem,artrite
94216119,Mella,89,Belo Horizonte,covid-19
94216896,Carey,60,Ribeirão das Neves,fibromialgia
94217673,Gretta,86,Betim,covid-19
94218450,Elmire,66,Belo Horizonte,pneumonia
94219227,Hilma,42,Ribeirão das Neves,covid-19
94220004,Colon,11,Contagem,febre amarela
94220781,Nettie,51,Betim,gripe
94221558,Jas,63,Betim,covid-19
94222335,Alvira,4,Santa Luzia,artrite
94223112,Clarissa,66,Belo Horizonte,fibromialgia
94223889,Hellen,20,Ribeirão das Neves,catapora
94224666,Edwin,31,Belo Horizonte,artrite
94225443,Malissie,63,Belo Horizonte,covid-19
94226220,Julia,37,Belo Horizonte,virose
94226997,Dannie,71,Santa Luzia,fibromialgia
94227774,Silvio,77,Ribeirão das Neves,catapora
94228551,Elfie,13,Contagem,dengue
94229328,Therese,57,Betim,febre amarela
94230105,Claudia,39,Belo Horizonte,cancer
94230882,Alford,90,Betim,catapora
94231659,Johannah,32,Santa Luzia,dengue
94232436,Ottilie,53,Ribeirão das Neves,gripe
94233213,Jeannette,14,Belo Horizonte,virose
94233990,Fanny,48,Betim,covid-19
94234767,Ballard,30,Ribeirão das Neves,artrite
94235544,Elois,7,Contagem,pneumonia
94236321,Domenica,36,Contagem,dengue
94237098,Felicia,78,Belo Horizonte,gripe
94237875,Maryann,69,Belo Horizonte,virose
94238652,Roma,89,Ribeirão das Neves,gripe
94239429,Shirley,13,Betim,febre amarela
94240206,Newell,34,Contagem,fibromialgia
94240983,Annabelle,54,Contagem,artrite
94241760,Katrina,11,Belo Horizonte,dengue
94242537,Rafaela,18,Betim,dengue
94243314,Dina,55,Santa Luzia,gripe
94244091,Rollin,38,Ribeirão das Neves,catapora
94244868,Jefferson,2,Belo Horizonte,fibromialgia
94245645,Orilla,80,Santa Luzia,covid-19
94246422,Ransom,63,Ribeirão das Neves,gripe
94247199,Aaron,40,Contagem,febre amarela
94247976,Duke,15,Santa Luzia,virose
94248753,Melda,81,Santa Luzia,covid-19
94249530,Etna,1,Betim,virose
94250307,Dailey,97,Ribeirão das Neves,catapora
94251084,Donnie,87,Betim,cancer
94251861,Mintie,94,Ribeirão das Neves,gripe
94252638,Franc,71,Belo Horizonte,cancer
94253415,Mattie,64,Betim,pneumonia
94254192,Mertie,15,Betim,dengue
94254969,Gordon,8,Ribeirão das Neves,covid-19
94255746,Alla,51,Santa Luzia,gripe
94256523,Dolores,86,Belo Horizonte,pneumonia
94257300,Carter,84,Contagem,virose
94258077,Shedrick,36,Ribeirão das Neves,pneumonia
94258854,Sevilla,61,Santa Luzia,virose
94259631,Ettie,45,Belo Horizonte,virose
94260408,Patsy,19,Belo Horizonte,artrite
94261185,Katherine,30,Betim,febre amarela
94261962,Hilton,66,Ribeirão das Neves,cancer
94262739,Carlo,72,Contagem,artrite
94263516,Tressa,17,Betim,febre amarela
94264293,Elick,69,Contagem,dengue
94265070,Lavena,62,Santa Luzia,fibromialgia
94265847,Tip,35,Contagem,virose
94266624,Sidney,50,Santa Luzia,virose
94267401,Floyd,99,Belo Horizonte,fibromialgia
94268178,Althea,81,Santa Luzia,pneumonia
94268955,Wilhelmina,41,Ribeirão das Neves,catapora
94269732,Wilhelmine,92,Santa Luzia,catapora
94270509,Cleo,95,Ribeirão das Neves,gripe
94271286,Clive,26,Ribeirão das Neves,febre amarela
94272063,Eura,80,Contagem,gripe
94272840,Allison,47,Ribeirão das Neves,febre amarela
94273617,Laurance,99,Santa Luzia,febre amarela
94274394,Birtie,36,Contagem,virose
94275171,Jessie,59,Ribeirão das Neves,febre amarela
94275948,Leela,72,Santa Luzia,virose
94276725,Helga,96,Contagem,cancer
94277502,Elisabeth,32,Betim,pneumonia
94278279,Eston,13,Santa Luzia,gripe
94279056,Constantine,79,Santa Luzia,febre amarela
94279833,Domenic,99,Santa Luzia,gripe
94280610,Darrel,32,Ribeirão das Neves,cancer
94281387,June,25,Betim,artrite
94282164,Sammie,74,Ribeirão das Neves,cancer
94282941,Mima,44,Santa Luzia,pneumonia
94283718,Blaine,69,Ribeirão das Neves,fibromialgia
94284495,James,52,Betim,cancer
94285272,Elia,59,Belo Horizonte,virose
94286049,Josie,45,Ribeirão das Neves,catapora
94286826,Rilda,46,Belo Horizonte,gripe
94287603,Mitchell,29,Santa Luzia,covid-19
94288380,Georgianna,49,Ribeirão das Neves,artrite
94289157,Violette,10,Santa Luzia,artrite
94289934,Jimmy,15,Belo Horizonte,virose
94290711,Christabel,65,Contagem,gripe
94291488,Mariana,32,Ribeirão das Neves,virose
94292265,Nina,54,Contagem,gripe
94293042,Elmo,56,Contagem,dengue
94293819,Lettie,15,Santa Luzia,cancer
94294596,Balbina,55,Ribeirão das Neves,cancer
94295373,Carrie,1,Betim,catapora
94296150,Romilda,66,Ribeirão das Neves,dengue
94296927,Dona,90,Belo Horizonte,artrite
94297704,Hideo,60,Ribeirão das Neves,fibromialgia
94298481,Arleen,90,Santa Luzia,gripe
94299258,Reece,57,Belo Horizonte,catapora
94300035,Wash,9,Ribeirão das Neves,cancer
94300812,Murphy,56,Belo Horizonte,covid-19
94301589,Penny,7,Ribeirão das Neves,virose
94302366,Lillis,58,Contagem,febre amarela
94303143,Jennett,6,Ribeirão das Neves,febre amarela
94303920,Amanda,77,Belo Horizonte,artrite
94304697,Genoveva,2,Belo Horizonte,fibromialgia
94305474,Mortimer,65,Ribeirão das Neves,pneumonia
94306251,Kizzie,45,Betim,pneumonia
94307028,Bob,50,Betim,dengue
94307805,Isabel,18,Santa Luzia,fibromialgia
94308582,Josefa,60,Contagem,gripe
94309359,Ransom,71,Ribeirão das Neves,dengue
94310136,Hettie,37,Contagem,cancer
94310913,Maida,92,Betim,febre amarela
94311690,Leonia,59,Betim,pneumonia
94312467,Melville,85,Santa Luzia,pneumonia
94313244,Rosia,15,Belo Horizonte,covid-19
94314021,Adina,73,Santa Luzia,virose
94314798,Annie,30,Betim,artrite
94315575,Levada,98,Belo Horizonte,covid-19
94316352,William,29,Belo Horizonte,catapora
94317129,Patrick,77,Santa Luzia,artrite
94317906,Okey,90,Belo Horizonte,catapora
94318683,Brookie,60,Santa Luzia,dengue
94319460,Dave,88,Ribeirão das Neves,pneumonia
94320237,Micheal,94,Ribeirão das Neves,covid-19
94321014,Oris,22,Santa Luzia,cancer
94321791,Luvenia,8,Contagem,artrite
94322568,Ica,20,Santa Luzia,febre amarela
94323345,Ottie,92,Ribeirão das Neves,artrite
94324122,Asbury,24,Santa Luzia,virose
94324899,Bridget,97,Ribeirão das Neves,cancer
94325676,Fredonia,45,Betim,febre amarela
94326453,Prudence,58,Ribeirão das Neves,febre amarela
94327230,Edra,16,Belo Horizonte,pneumonia
94328007,Theron,44,Ribeirão das Neves,fibromialgia
94328784,Julia,75,Contagem,catapora
94329561,Zadie,26,Contagem,covid-19
94330338,Jay,49,Santa Luzia,febre amarela
94331115,Claudie,57,Belo Horizonte,cancer
94331892,Lana,39,Santa Luzia,pneumonia
94332669,Cammie,99,Betim,covid-19
94333446,Barton,73,Betim,gripe
94334223,Erna,19,Belo Horizonte,cancer
94335000,Damon,86,Santa Luzia,artrite
94335777,Alvena,22,Betim,febre amarela
94336554,Milan,4,Belo Horizonte,covid-19
94337331,Benjaman,73,Ribeirão das Neves,artrite
94338108,Arminda,9,Contagem,gripe
94338885,Lilyan,84,Ribeirão das Neves,dengue
94339662,Vallie,46,Belo Horizonte,artrite
94340439,Vara,34,Ribeirão das Neves,gripe
94341216,Kelly,82,Contagem,gripe
94341993,Albina,12,Ribeirão das Neves,febre amarela
94342770,Sydney,74,Ribeirão das Neves,fibromialgia
94343547,Dayton,21,Betim,febre amarela
94344324,Seymour,16,Santa Luzia,artrite
94345101,Marcella,35,Belo Horizonte,fibromialgia
94345878,Loyd,3,Contagem,covid-19
94346655,Alma,74,Ribeirão das Neves,febre amarela
94347432,Luna,3,Santa Luzia,virose
94348209,Hobert,65,Belo Horizonte,artrite
94348986,Ella,6,Contagem,dengue
94349763,Almon,16,Contagem,catapora
94350540,Ted,93,Contagem,artrite
94351317,Ralph,36,Belo Horizonte,covid-19
94352094,Albertia,7,Santa Luzia,catapora
94352871,Dana,40,Santa Luzia,febre amarela
94353648,Ode,2,Belo Horizonte,gripe
94354425,Vessie,17,Santa Luzia,virose
94355202,Jesse,67,Ribeirão das Neves,virose
94355979,Zelda,17,Betim,catapora
94356756,Corda,79,Contagem,catapora
94357533,Tobias,21,Contagem,febre amarela
94358310,Bartholomew,90,Belo Horizonte,virose
94359087,Clora,41,Betim,gripe
94359864,Gaines,30,Contagem,cancer
94360641,Gene,95,Betim,pneumonia
94361418,Olivia,80,Belo Horizonte,fibromialgia
94362195,Berneice,5,Betim,febre amarela
94362972,Cloie,93,Santa Luzia,covid-19
94363749,Evert,82,Belo Horizonte,catapora
94364526,Omar,66,Contagem,fibromialgia
94365303,Troy,80,Ribeirão das Neves,virose
94366080,Meredith,85,Betim,fibromialgia
94366857,Lula,49,Belo Horizonte,febre amarela
94367634,Newman,27,Santa Luzia,virose
94368411,Addie,34,Belo Horizonte,febre amarela
94369188,Velna,68,Contagem,pneumonia
94369965,Dale,53,Santa Luzia,cancer
94370742,Justus,14,Betim,dengue
94371519,Tess,81,Santa Luzia,fibromialgia
94372296,Millard,16,Ribeirão das Neves,fibromialgia
94373073,Lacie,74,Santa Luzia,artrite
94373850,Isabella,61,Betim,artrite
94374627,Fred,44,Betim,artrite
94375404,Mart,45,Santa Luzia,artrite
94376181,Stuart,30,Contagem,artrite
94376958,Gerhard,91,Contagem,gripe
94377735,Ellen,3,Belo Horizonte,cancer
94378512,Perry,92,Betim,catapora
94379289,Iris,59,Santa Luzia,dengue
94380066,Janie,88,Contagem,covid-19
94380843,Evangeline,28,Betim,covid-19
94381620,Lesta,89,Betim,gripe
94382397,Gaither,69,Santa Luzia,artrite
94383174,Teola,11,Contagem,febre amarela
94383951,Harold,33,Santa Luzia,dengue
94384728,Dicie,45,Belo Horizonte,dengue
94385505,Nels,77,Betim,cancer
94386282,Bernhard,41,Belo Horizonte,cancer
94387059,Annette,64,Contagem,covid-19
94387836,Corene,26,Contagem,febre amarela
94388613,Basil,77,Ribeirão das Neves,febre amarela
94389390,Gladys,22,Santa Luzia,pneumonia
94390167,Evalina,49,Contagem,virose
94390944,Era,28,Santa Luzia,dengue
94391721,Zita,14,Betim,pneumonia
94392498,Lera,43,Ribeirão das Neves,cancer
94393275,Leonore,91,Belo Horizonte,febre amarela
94394052,Wells,53,Belo Horizonte,febre amarela
94394829,Donna,52,Betim,pneumonia
94395606,Henry,46,Santa Luzia,gripe
94396383,Reese,32,Ribeirão das Neves,cancer
94397160,Florie,63,Betim,catapora
94397937,Genelle,88,Contagem,virose
94398714,Drew,88,Contagem,catapora
94399491,Adela,95,Santa Luzia,pneumonia
94400268,Robbie,15,Betim,febre amarela
94401045,Clay,62,Ribeirão das Neves,virose
94401822,Norwood,98,Ribeirão das Neves,covid-19
94402599,Nona,55,Belo Horizonte,pneumonia
94403376,Audra,55,Santa Luzia,fibromialgia
94404153,Signe,75,Santa Luzia,artrite
94404930,Rossie,61,Contagem,virose
94405707,Loma,95,Ribeirão das Neves,covid-19
94406484,Bert,29,Belo Horizonte,virose
94407261,Azema,60,Santa Luzia,virose
94408038,Mercy,63,Contagem,artrite
94408815,Abby,69,Contagem,covid-19
94409592,Tony,16,Santa Luzia,gripe
94410369,Geneve,40,Contagem,catapora
94411146,Ellen,36,Contagem,gripe
94411923,Judith,16,Contagem,artrite
94412700,Laurel,20,Ribeirão das Neves,pneumonia
94413477,Sydney,14,Betim,gripe
94414254,Octavia,9,Belo Horizonte,fibromialgia
94415031,Buelah,89,Santa Luzia,catapora
94415808,Arch,43,Ribeirão das Neves,covid-19
94416585,Olive,91,Betim,pneumonia
94417362,Domingo,23,Betim,febre amarela
94418139,Bethel,73,Betim,pneumonia
94418916,Love,2,Ribeirão das Neves,febre amarela
94419693,Hercules,25,Belo Horizonte,cancer
94420470,Duke,28,Betim,covid-19
94421247,Ines,98,Contagem,febre amarela
94422024,Fate,62,Contagem,artrite
94422801,Rhoda,42,Contagem,cancer
94423578,Williams,23,Belo Horizonte,dengue
94424355,Leanna,27,Contagem,catapora
94425132,Vina,80,Contagem,covid-19
94425909,Magdalena,64,Ribeirão das Neves,artrite
94426686,Leanna,10,Betim,dengue
94427463,Missouri,39,Santa Luzia,catapora
94428240,Kizzie,22,Belo Horizonte,catapora
94429017,Wyatt,63,Ribeirão das Neves,cancer
94429794,Oneta,61,Contagem,dengue
94430571,Dena,1,Belo Horizonte,fibromialgia
94431348,Leone,15,Belo Horizonte,dengue
94432125,Oral,82,Belo Horizonte,catapora
94432902,Enoch,49,Betim,febre amarela
94433679,Zera,84,Belo Horizonte,catapora
94434456,Lawrence,7,Contagem,fibromialgia
94435233,Laurel,61,Contagem,catapora
94436010,Louis,14,Belo Horizonte,dengue
94436787,Bryant,82,Santa Luzia,covid-19
94437564,Sydney,71,Santa Luzia,cancer
94438341,Nolie,83,Belo Horizonte,virose
94439118,Perry,5,Belo Horizonte,dengue
94439895,Yetta,75,Betim,covid-19
94440672,Willian,34,Santa Luzia,gripe
94441449,Clifton,46,Contagem,covid-19
94442226,Frank,17,Contagem,febre amarela
94443003,Pearlie,37,Belo Horizonte,gripe
94443780,Nealy,33,Ribeirão das Neves,cancer
94444557,Cleo,4,Contagem,artrite
94445334,Sidney,31,Contagem,cancer
94446111,Russell,60,Betim,fibromialgia
94446888,Izora,39,Ribeirão das Neves,virose
94447665,James,25,Belo Horizonte,virose
94448442,Freda,17,Ribeirão das Neves,pneumonia
94449219,Pryor,71,Contagem,artrite
94449996,Mack,97,Betim,cancer
94450773,Salome,7,Betim,covid-19
94451550,Dudley,23,Contagem,gripe
94452327,Katharine,81,Ribeirão das Neves,covid-19
94453104,Violette,56,Betim,catapora
94453881,Corda,55,Contagem,cancer
94454658,Neil,53,Ribeirão das Neves,pneumonia
94455435,Gerda,88,Ribeirão das Neves,covid-19
94456212,Lorena,84,Contagem,fibromialgia
94456989,John,4,Santa Luzia,febre amarela
94457766,Virgle,83,Belo Horizonte,febre amarela
94458543,Warner,90,Belo Horizonte,virose
94459320,Gail,36,Betim,febre amarela
94460097,Pearl,25,Santa Luzia,catapora
94460874,Fay,97,Santa Luzia,fibromialgia
94461651,Matthias,47,Ribeirão das Neves,cancer
94462428,Luvenia,62,Contagem,cancer
94463205,Jessamine,39,Santa Luzia,covid-19
94463982,Joshua,8,Belo Horizonte,cancer
94464759,Katie,70,Belo Horizonte,pneumonia
94465536,Elina,47,Ribeirão das Neves,pneumonia
94466313,Elener,99,Santa Luzia,virose
94467090,Clement,20,Ribeirão das Neves,catapora
94467867,Delfina,66,Ribeirão das Neves,gripe
94468644,Lynn,2,Ribeirão das Neves,gripe
94469421,Noma,49,Ribeirão das Neves,virose
94470198,Julianna,71,Ribeirão das Neves,catapora
94470975,Adele,3,Contagem,catapora
94471752,Nils,44,Contagem,catapora
94472529,Mannie,81,Betim,pneumonia
94473306,Wylie,11,Santa Luzia,dengue
94474083,Cleora,63,Belo Horizonte,febre amarela
94474860,Perlina,63,Santa Luzia,fibromialgia
94475637,Oleta,72,Contagem,dengue
94476414,Salome,92,Betim,febre amarela
94477191,Harry,94,Santa Luzia,artrite
94477968,Ramon,59,Contagem,febre amarela
94478745,Hanna,23,Contagem,catapora
94479522,Philomena,27,Belo Horizonte,virose
94480299,Jane,53,Contagem,artrite
94481076,Bridget,96,Betim,covid-19
94481853,Rosalia,5,Santa Luzia,pneumonia
94482630,Buena,93,Betim,catapora
94483407,Clarke,10,Contagem,catapora
