crm,nome,idade,cidade,especialidade,numeroA
5494,Hilario,1946-02-11,Contagem,Neurologista,915
5495,Sonny,1944-06-20,Betim,Cardiologista,830
5496,Eddy,1983-10-03,Betim,Pediatra,921
5497,Enrique,1983-01-07,Santa Luzia,Cardiologista,708
5498,Gerhard,1993-11-04,Contagem,Cirurgião,116
5499,Eura,1953-06-10,Santa Luzia,Cirurgião,152
5500,Buddy,1998-01-15,Ribeirão das Neves,Ortopedista,380
5501,Bernadette,1982-04-03,Belo Horizonte,Cardiologista,448
5502,Rubye,1951-07-28,Belo Horizonte,Dermatologista,229
5503,Tim,1983-05-31,Ribeirão das Neves,Ortopedista,318
5504,Celesta,1944-01-05,Santa Luzia,Neurologista,720
5505,Nana,1974-07-29,Belo Horizonte,Dermatologista,812
5506,May,1957-03-18,Belo Horizonte,Ortopedista,793
5507,Gayle,1997-02-10,Belo Horizonte,Cirurgião,248
5508,Eller,1946-09-13,Ribeirão das Neves,Dermatologista,341
5509,Marion,1992-04-28,Belo Horizonte,Pediatra,865
5510,Baxter,1980-12-17,Contagem,Dermatologista,30
5511,Early,1963-02-28,Santa Luzia,Dermatologista,909
5512,Garnette,1999-04-22,Ribeirão das Neves,Ortopedista,685
5513,Asbury,1975-09-29,Betim,Cirurgião,549
5514,Ann,1945-01-25,Betim,Neurologista,717
5515,Ashby,1974-06-26,Betim,Cirurgião,545
5516,Williams,1993-01-12,Contagem,Dermatologista,107
5517,Verner,1991-07-19,Santa Luzia,Dermatologista,967
5518,Toni,1978-11-12,Ribeirão das Neves,Cirurgião,559
5519,Alvina,1983-08-16,Santa Luzia,Pediatra,790
5520,Idell,1963-06-16,Ribeirão das Neves,Cirurgião,351
5521,Estie,1993-10-07,Belo Horizonte,Ortopedista,386
5522,Vernon,1950-04-10,Contagem,Dermatologista,133
5523,Lexie,1993-08-16,Belo Horizonte,Neurologista,157
5524,Hettie,1954-02-16,Betim,Pediatra,883
5525,Arda,1944-06-24,Contagem,Neurologista,683
5526,Leander,1977-12-28,Contagem,Dermatologista,154
5527,Gudrun,1964-11-12,Contagem,Ortopedista,736
5528,Clarice,1967-05-25,Ribeirão das Neves,Ortopedista,678
5529,Philip,1996-09-17,Contagem,Cirurgião,692
5530,Opal,1979-06-17,Ribeirão das Neves,Dermatologista,171
5531,Carlotta,1963-09-14,Betim,Pediatra,375
5532,Harlow,1947-07-11,Contagem,Dermatologista,126
5533,Noemie,1983-03-10,Santa Luzia,Dermatologista,470
5534,Cleora,1987-06-06,Santa Luzia,Pediatra,854
5535,Delmar,1967-04-14,Ribeirão das Neves,Cirurgião,627
5536,Griffin,1949-10-24,Betim,Cardiologista,538
5537,Gena,1961-03-02,Ribeirão das Neves,Dermatologista,226
5538,Bruno,1955-07-05,Belo Horizonte,Cirurgião,489
5539,Louisa,1982-06-15,Santa Luzia,Ortopedista,168
5540,Idabelle,1976-10-04,Betim,Pediatra,16
5541,Sidney,1961-09-04,Contagem,Pediatra,256
5542,Margrette,1998-09-02,Belo Horizonte,Dermatologista,355
5543,Mac,1950-04-20,Contagem,Neurologista,854
5544,Lelah,1949-01-07,Santa Luzia,Cardiologista,265
5545,Corinne,1960-12-07,Ribeirão das Neves,Cirurgião,388
5546,Vivian,1973-03-11,Ribeirão das Neves,Pediatra,223
5547,Lowell,1945-05-07,Betim,Cirurgião,707
5548,Rene,1956-04-25,Betim,Cardiologista,269
5549,Vashti,1993-05-16,Santa Luzia,Pediatra,319
5550,Nolie,1987-06-13,Ribeirão das Neves,Neurologista,854
5551,Lealer,1966-04-29,Santa Luzia,Neurologista,57
5552,Rittie,1991-11-24,Ribeirão das Neves,Dermatologista,550
5553,Sussie,1973-06-19,Ribeirão das Neves,Dermatologista,825
5554,Henretta,1978-03-20,Belo Horizonte,Cirurgião,217
5555,Eugenie,1971-03-18,Betim,Cirurgião,951
5556,Clarissa,1981-07-18,Betim,Pediatra,562
5557,Ballard,1962-04-08,Belo Horizonte,Neurologista,387
5558,Phillis,1990-07-07,Betim,Dermatologista,937
5559,Laurel,1951-05-25,Ribeirão das Neves,Pediatra,641
5560,Texas,1944-03-24,Betim,Dermatologista,751
5561,Dottie,1972-01-01,Belo Horizonte,Cardiologista,609
5562,Delpha,1999-07-24,Santa Luzia,Neurologista,580
5563,Melva,1956-08-31,Santa Luzia,Pediatra,234
5564,Ivory,1986-02-05,Ribeirão das Neves,Ortopedista,843
5565,Novie,1963-10-23,Contagem,Ortopedista,46
5566,Ethel,1952-11-14,Betim,Dermatologista,564
5567,Milly,1973-11-09,Contagem,Pediatra,353
5568,Enriqueta,1950-06-03,Contagem,Neurologista,833
5569,Carmen,1953-04-08,Betim,Neurologista,774
5570,Roberta,1949-08-30,Contagem,Ortopedista,281
5571,Hilda,1961-04-15,Belo Horizonte,Cardiologista,63
5572,Veta,1987-11-06,Betim,Pediatra,579
5573,Nelda,1954-07-29,Belo Horizonte,Ortopedista,921
5574,Lambert,1953-02-05,Ribeirão das Neves,Dermatologista,1000
5575,Ivie,1977-04-11,Santa Luzia,Neurologista,595
5576,Margretta,1947-09-26,Contagem,Pediatra,672
5577,Georgia,1974-02-15,Belo Horizonte,Cardiologista,816
5578,Sherman,1945-12-26,Belo Horizonte,Cardiologista,563
5579,Jordon,1965-02-01,Santa Luzia,Dermatologista,629
5580,Yetta,1986-03-06,Contagem,Dermatologista,774
5581,Elzie,1989-01-26,Belo Horizonte,Cirurgião,48
5582,Antoinette,1984-08-11,Ribeirão das Neves,Pediatra,184
5583,Adeline,1995-06-28,Belo Horizonte,Pediatra,466
5584,Dellia,1994-03-25,Santa Luzia,Dermatologista,126
5585,Claus,1947-07-04,Ribeirão das Neves,Pediatra,196
5586,Chrystal,1963-11-01,Belo Horizonte,Cirurgião,442
5587,Roselle,1992-05-27,Contagem,Cardiologista,311
5588,Cathrine,1963-09-03,Belo Horizonte,Dermatologista,663
5589,Sybil,1986-05-23,Ribeirão das Neves,Dermatologista,410
5590,Ula,1973-01-15,Santa Luzia,Pediatra,970
5591,Jannette,1976-03-27,Betim,Cirurgião,76
5592,Lucius,1948-03-27,Santa Luzia,Pediatra,877
5593,Pluma,1952-04-18,Betim,Cardiologista,835
5594,Aldona,1957-08-10,Contagem,Cardiologista,215
5595,Dallas,1957-04-08,Ribeirão das Neves,Pediatra,842
5596,Reed,1957-02-10,Contagem,Ortopedista,858
5597,Rowland,1977-10-20,Contagem,Neurologista,39
5598,Gusta,1983-01-10,Betim,Cirurgião,378
5599,Tina,1962-08-01,Ribeirão das Neves,Ortopedista,555
5600,Clarisse,1977-04-21,Contagem,Pediatra,444
5601,Neta,1959-09-30,Contagem,Neurologista,353
5602,Aron,1962-11-12,Santa Luzia,Dermatologista,193
5603,Enoch,1961-06-19,Santa Luzia,Cirurgião,466
5604,Nada,1984-04-14,Contagem,Pediatra,235
5605,Vernie,1991-02-07,Ribeirão das Neves,Pediatra,616
5606,Oscar,1996-12-23,Contagem,Ortopedista,286
5607,Elisabeth,1987-03-05,Betim,Cirurgião,391
5608,Duncan,1992-12-21,Betim,Neurologista,722
5609,Luna,1992-08-03,Betim,Cardiologista,520
5610,Helia,1987-03-09,Belo Horizonte,Dermatologista,942
5611,Roma,1955-04-03,Belo Horizonte,Ortopedista,214
5612,Garland,1944-04-20,Contagem,Dermatologista,358
5613,Adeline,1948-07-16,Santa Luzia,Neurologista,92
5614,Lige,1987-03-18,Contagem,Cirurgião,456
5615,Hiawatha,1999-10-29,Ribeirão das Neves,Pediatra,145
5616,Luz,1977-03-01,Santa Luzia,Ortopedista,713
5617,Eddy,1988-10-17,Betim,Ortopedista,952
5618,Artie,1981-03-18,Santa Luzia,Cirurgião,445
5619,Nanny,1950-09-20,Contagem,Ortopedista,303
5620,Marcia,1945-11-24,Belo Horizonte,Pediatra,167
5621,Junie,1982-07-11,Santa Luzia,Ortopedista,939
5622,Leopoldo,1966-02-13,Santa Luzia,Ortopedista,115
5623,Narcissus,1944-03-21,Ribeirão das Neves,Pediatra,119
5624,Percy,1955-09-16,Betim,Cardiologista,709
5625,Antone,1991-03-27,Belo Horizonte,Neurologista,513
5626,Sam,1947-07-19,Betim,Cardiologista,667
5627,Jamie,1998-05-22,Ribeirão das Neves,Neurologista,454
5628,Juliette,1997-12-14,Ribeirão das Neves,Neurologista,357
5629,Sylvester,1995-09-12,Santa Luzia,Dermatologista,758
5630,Cleo,1946-02-20,Santa Luzia,Cardiologista,946
5631,Marvel,1986-04-17,Betim,Cirurgião,271
5632,Helga,1946-04-18,Belo Horizonte,Neurologista,359
5633,Arvin,1982-03-14,Belo Horizonte,Pediatra,865
5634,Haskell,1980-02-13,Contagem,Cardiologista,564
5635,Antoine,1986-10-15,Belo Horizonte,Pediatra,407
5636,Lou,1944-05-03,Ribeirão das Neves,Cirurgião,828
5637,Maxie,1957-07-02,Santa Luzia,Dermatologista,94
5638,Gretchen,1991-02-14,Contagem,Neurologista,494
5639,Juanita,1957-06-18,Ribeirão das Neves,Neurologista,288
5640,Adella,1950-10-22,Belo Horizonte,Cirurgião,554
5641,Mandy,1984-09-24,Ribeirão das Neves,Dermatologista,715
5642,Leamon,1995-08-21,Santa Luzia,Neurologista,434
5643,Adelard,1998-07-23,Contagem,Ortopedista,726
5644,Preston,1973-05-30,Belo Horizonte,Neurologista,661
5645,Fronie,1971-10-07,Santa Luzia,Ortopedista,869
5646,Pearlie,1976-03-03,Contagem,Cardiologista,916
5647,Roselyn,1985-01-12,Contagem,Cirurgião,867
5648,Gust,1978-12-07,Contagem,Cardiologista,946
5649,Pierre,1997-06-21,Belo Horizonte,Neurologista,434
5650,Price,1979-11-26,Ribeirão das Neves,Pediatra,996
5651,Lafayette,1970-11-06,Ribeirão das Neves,Ortopedista,735
5652,Hervey,1958-09-24,Ribeirão das Neves,Cardiologista,256
5653,Orrin,1962-01-08,Santa Luzia,Ortopedista,612
5654,Azilee,1999-09-17,Contagem,Pediatra,134
5655,Philip,1967-09-06,Ribeirão das Neves,Pediatra,281
5656,Webster,1945-07-13,Belo Horizonte,Dermatologista,336
5657,Lorna,1989-08-19,Contagem,Cirurgião,710
5658,Nelia,1997-01-28,Contagem,Neurologista,552
5659,Lindsey,1967-01-11,Betim,Neurologista,932
5660,Novie,1954-04-18,Santa Luzia,Dermatologista,780
5661,Fred,1992-04-30,Contagem,Dermatologista,21
5662,Oda,1945-02-11,Betim,Cirurgião,544
5663,Rosie,1949-11-19,Contagem,Pediatra,457
5664,Hazle,1982-08-12,Belo Horizonte,Ortopedista,846
5665,Nathan,1961-05-03,Ribeirão das Neves,Cardiologista,772
5666,Shelly,1989-04-16,Contagem,Pediatra,724
5667,Vicie,1945-11-15,Ribeirão das Neves,Neurologista,356
5668,Edgar,1946-08-21,Contagem,Cardiologista,48
5669,Cosmo,1966-05-23,Belo Horizonte,Ortopedista,798
5670,Edward,1992-10-04,Santa Luzia,Neurologista,486
5671,Rosine,1985-10-27,Ribeirão das Neves,Cirurgião,172
5672,Harvy,1996-11-08,Santa Luzia,Ortopedista,780
5673,Maria,1992-03-01,Belo Horizonte,Cirurgião,326
5674,Leitha,1996-12-02,Ribeirão das Neves,Neurologista,711
5675,Jake,1972-08-27,Santa Luzia,Dermatologista,955
5676,Wilbert,1984-06-24,Contagem,Ortopedista,71
5677,Carie,1956-02-26,Santa Luzia,Dermatologista,962
5678,Sheridan,1947-12-02,Betim,Dermatologista,296
5679,Marianne,1998-06-07,Contagem,Pediatra,646
5680,Rubin,1973-04-17,Ribeirão das Neves,Dermatologista,650
5681,Melville,1951-09-10,Contagem,Cardiologista,814
5682,Bula,1965-07-16,Betim,Cirurgião,870
5683,Bess,1983-05-30,Contagem,Ortopedista,186
5684,Madgie,1970-03-22,Belo Horizonte,Neurologista,297
5685,Abraham,1986-02-22,Contagem,Cardiologista,617
5686,Clemence,1995-10-15,Belo Horizonte,Dermatologista,188
5687,Thyra,1961-10-14,Santa Luzia,Cardiologista,708
5688,Hamp,1967-09-13,Betim,Cirurgião,103
5689,Lonnie,1977-07-13,Ribeirão das Neves,Dermatologista,330
5690,Tracy,1953-06-24,Contagem,Cardiologista,395
5691,Isobel,1979-07-27,Ribeirão das Neves,Cardiologista,791
5692,Claudine,1980-03-30,Belo Horizonte,Dermatologista,715
5693,Fay,1993-06-05,Contagem,Ortopedista,937
5694,Dewitt,1951-06-24,Betim,Ortopedista,248
5695,Alcee,1954-02-19,Santa Luzia,Cardiologista,289
5696,Watson,1958-04-30,Ribeirão das Neves,Ortopedista,860
5697,Verda,1951-06-24,Santa Luzia,Dermatologista,488
5698,Almon,1982-01-04,Betim,Ortopedista,606
5699,Estelle,1980-05-03,Belo Horizonte,Cirurgião,767
5700,Irean,1997-08-08,Ribeirão das Neves,Pediatra,333
5701,Trinidad,1983-08-20,Ribeirão das Neves,Pediatra,201
5702,Manuela,1947-08-19,Belo Horizonte,Cirurgião,117
5703,Fern,1961-06-04,Belo Horizonte,Cardiologista,906
5704,Eppie,1995-08-08,Ribeirão das Neves,Dermatologista,989
5705,Zollie,1988-01-27,Belo Horizonte,Cirurgião,896
5706,Gretchen,1996-04-24,Belo Horizonte,Dermatologista,909
5707,Olinda,1958-02-11,Ribeirão das Neves,Pediatra,492
5708,Zona,1976-01-01,Ribeirão das Neves,Dermatologista,969
5709,Melina,1978-09-19,Belo Horizonte,Ortopedista,577
5710,Vincenzo,1980-04-29,Santa Luzia,Neurologista,463
5711,Johannah,1949-11-18,Santa Luzia,Cirurgião,55
5712,Celine,1966-06-25,Santa Luzia,Neurologista,168
5713,Margurite,1978-12-29,Belo Horizonte,Cardiologista,579
5714,Steve,1992-08-15,Ribeirão das Neves,Pediatra,211
5715,Rozella,1945-01-04,Belo Horizonte,Cirurgião,821
5716,Florida,1990-07-31,Contagem,Neurologista,362
5717,Willis,1978-09-20,Ribeirão das Neves,Cirurgião,288
5718,Oliver,1963-11-09,Contagem,Ortopedista,443
5719,Erna,1983-09-03,Ribeirão das Neves,Ortopedista,916
5720,Mose,1944-08-03,Santa Luzia,Dermatologista,251
5721,Noble,1982-01-18,Betim,Neurologista,50
5722,Marcella,1956-09-27,Santa Luzia,Pediatra,177
5723,Easter,1983-03-11,Belo Horizonte,Ortopedista,274
5724,Lyla,1980-09-25,Betim,Cardiologista,918
5725,Easter,1949-09-14,Belo Horizonte,Neurologista,484
5726,Leone,1968-09-04,Belo Horizonte,Dermatologista,261
5727,Catharine,1983-09-03,Betim,Ortopedista,274
5728,Auda,1950-11-12,Santa Luzia,Pediatra,868
5729,Minna,1953-05-07,Ribeirão das Neves,Pediatra,343
5730,Egbert,1980-06-07,Santa Luzia,Cirurgião,550
5731,Dolores,1945-02-06,Ribeirão das Neves,Dermatologista,100
5732,Keturah,1997-09-25,Contagem,Neurologista,826
5733,Elvie,1988-01-11,Belo Horizonte,Cirurgião,140
5734,Rosetta,1981-10-04,Belo Horizonte,Dermatologista,846
5735,Adele,1951-03-14,Belo Horizonte,Dermatologista,214
5736,Tressie,1986-01-09,Belo Horizonte,Neurologista,598
5737,Ozella,1978-11-12,Ribeirão das Neves,Cirurgião,411
5738,Jenney,1944-02-25,Ribeirão das Neves,Cirurgião,384
5739,Grafton,1993-05-30,Belo Horizonte,Cardiologista,256
5740,Carlotta,1971-09-08,Belo Horizonte,Ortopedista,253
5741,Griffin,1985-02-07,Contagem,Ortopedista,142
5742,Angus,1994-12-27,Belo Horizonte,Pediatra,792
5743,Maude,1955-03-16,Ribeirão das Neves,Cardiologista,711
5744,Conrad,1970-10-20,Santa Luzia,Cirurgião,4
5745,Ellie,1974-12-23,Betim,Pediatra,893
5746,Cyrus,1952-02-15,Contagem,Pediatra,742
5747,Antonietta,1980-09-04,Ribeirão das Neves,Dermatologista,565
5748,Franz,1965-11-22,Belo Horizonte,Cirurgião,276
5749,Leoma,1977-03-24,Ribeirão das Neves,Neurologista,605
5750,Treva,1958-05-30,Belo Horizonte,Ortopedista,43
5751,Bonnie,1969-08-06,Ribeirão das Neves,Cardiologista,548
5752,Lelar,1997-04-08,Santa Luzia,Neurologista,999
5753,Troy,1985-06-06,Santa Luzia,Cardiologista,478
5754,Maie,1949-11-14,Betim,Neurologista,62
5755,Elwin,1948-08-26,Contagem,Dermatologista,154
5756,Garland,1969-05-14,Contagem,Neurologista,765
5757,Bert,1990-07-12,Betim,Cirurgião,108
5758,Cyrus,1955-05-03,Belo Horizonte,Dermatologista,574
5759,Regina,1965-11-26,Betim,Cirurgião,955
5760,Pecola,1951-09-23,Santa Luzia,Neurologista,700
5761,Leola,1956-01-02,Contagem,Pediatra,549
5762,Dossie,1990-04-01,Ribeirão das Neves,Dermatologista,121
5763,Tillie,1954-06-29,Betim,Pediatra,414
5764,Jimmie,1961-12-17,Ribeirão das Neves,Cardiologista,498
5765,Jodie,1996-09-01,Belo Horizonte,Neurologista,898
5766,Lenore,1975-10-03,Santa Luzia,Cardiologista,898
5767,Cleopatra,1949-06-18,Betim,Dermatologista,966
5768,Laurine,1958-03-27,Betim,Neurologista,511
5769,Bubber,1957-08-03,Betim,Pediatra,564
5770,Altha,1944-05-14,Contagem,Cardiologista,451
5771,Lorretta,1966-12-12,Belo Horizonte,Dermatologista,651
5772,Perley,1986-04-13,Betim,Pediatra,962
5773,Montgomery,1980-05-22,Santa Luzia,Ortopedista,181
5774,Buel,1987-08-09,Santa Luzia,Ortopedista,19
5775,Violetta,1965-01-06,Contagem,Ortopedista,867
5776,Lovey,1947-09-11,Belo Horizonte,Pediatra,133
5777,Dan,1966-06-18,Betim,Cardiologista,386
5778,Emmet,1965-03-16,Ribeirão das Neves,Cardiologista,644
5779,Etelka,1977-06-19,Contagem,Cirurgião,433
5780,Modesta,1984-07-26,Ribeirão das Neves,Cardiologista,579
5781,Lemmie,1963-11-02,Santa Luzia,Dermatologista,640
5782,Elva,1953-09-13,Contagem,Pediatra,54
5783,Stuart,1988-09-06,Santa Luzia,Dermatologista,356
5784,Eleanore,1991-04-19,Belo Horizonte,Dermatologista,630
5785,Ary,1997-12-21,Ribeirão das Neves,Dermatologista,877
5786,Charles,1962-08-01,Ribeirão das Neves,Ortopedista,195
5787,Aubry,1946-12-04,Santa Luzia,Neurologista,189
5788,Smith,1950-09-03,Ribeirão das Neves,Ortopedista,651
5789,Dorsey,1961-12-12,Contagem,Ortopedista,166
5790,Imogene,1973-10-26,Santa Luzia,Dermatologista,36
5791,Beryl,1984-11-13,Santa Luzia,Cardiologista,606
5792,Verona,1973-11-30,Contagem,Neurologista,394
5793,Teresa,1997-12-29,Ribeirão das Neves,Ortopedista,168
5794,Arlene,1954-06-09,Belo Horizonte,Neurologista,932
5795,Lanie,1971-08-23,Betim,Cirurgião,926
5796,Othella,1978-11-04,Contagem,Dermatologista,905
5797,Philip,1998-06-15,Santa Luzia,Pediatra,204
5798,Eric,1999-07-10,Ribeirão das Neves,Cirurgião,925
5799,Loyd,1974-09-17,Santa Luzia,Cardiologista,232
5800,Ima,1956-09-28,Belo Horizonte,Neurologista,623
5801,Alpha,1955-03-29,Ribeirão das Neves,Cirurgião,135
5802,Minna,1987-06-27,Belo Horizonte,Neurologista,794
5803,Esma,1963-06-12,Ribeirão das Neves,Cirurgião,900
5804,Christie,1956-03-05,Santa Luzia,Pediatra,648
5805,Foy,1997-02-22,Santa Luzia,Ortopedista,816
5806,Oren,1954-11-18,Contagem,Ortopedista,336
5807,Mike,1955-05-13,Santa Luzia,Pediatra,427
5808,Aurora,1955-07-20,Betim,Dermatologista,866
5809,Beatrice,1999-06-22,Ribeirão das Neves,Pediatra,310
5810,Burley,1970-09-14,Ribeirão das Neves,Pediatra,493
5811,Francis,1962-09-24,Santa Luzia,Neurologista,730
5812,Lydia,1954-08-22,Betim,Cardiologista,753
5813,Rose,1946-06-23,Santa Luzia,Dermatologista,847
5814,Huldah,1969-12-12,Ribeirão das Neves,Cirurgião,687
5815,Thyra,1986-12-06,Ribeirão das Neves,Cardiologista,542
5816,Mervyn,1971-03-15,Contagem,Pediatra,548
5817,Bertrand,1971-04-11,Contagem,Dermatologista,105
5818,Francis,1959-07-26,Contagem,Ortopedista,141
5819,Henriette,1969-08-06,Belo Horizonte,Pediatra,797
5820,Lorena,1973-07-15,Contagem,Dermatologista,303
5821,Sanford,1954-02-07,Contagem,Pediatra,381
5822,Mario,1961-02-11,Ribeirão das Neves,Cardiologista,134
5823,Walker,1989-11-10,Betim,Ortopedista,62
5824,Paulene,1987-11-09,Ribeirão das Neves,Dermatologista,361
5825,Ines,1996-04-20,Betim,Pediatra,898
5826,Aretha,1949-11-23,Betim,Cirurgião,259
5827,Roselyn,1998-01-23,Santa Luzia,Dermatologista,890
5828,Bertha,1983-07-01,Ribeirão das Neves,Dermatologista,883
5829,Rae,1948-08-08,Contagem,Pediatra,610
5830,Garnett,1994-08-13,Ribeirão das Neves,Cirurgião,78
5831,Harrison,1972-01-17,Betim,Neurologista,10
5832,Simeon,1994-11-22,Belo Horizonte,Cirurgião,747
5833,Imogene,1985-09-02,Ribeirão das Neves,Cardiologista,632
5834,Vena,1969-02-20,Belo Horizonte,Dermatologista,93
5835,Gustav,1981-10-22,Santa Luzia,Ortopedista,477
5836,Ottie,1969-11-02,Contagem,Neurologista,786
5837,Phenie,1977-08-26,Betim,Ortopedista,973
5838,Ruby,1975-05-13,Santa Luzia,Cirurgião,688
5839,Almira,1993-12-19,Santa Luzia,Dermatologista,818
5840,Kirk,1966-10-02,Ribeirão das Neves,Cirurgião,541
5841,Dorris,1948-10-19,Ribeirão das Neves,Pediatra,8
5842,Elwyn,1983-12-12,Belo Horizonte,Ortopedista,946
5843,Pauline,1972-01-12,Santa Luzia,Cirurgião,708
5844,Levy,1984-05-14,Santa Luzia,Neurologista,102
5845,Gertie,1997-10-15,Belo Horizonte,Neurologista,297
5846,Henderson,1950-04-08,Contagem,Neurologista,18
5847,Billie,1954-03-23,Belo Horizonte,Cardiologista,167
5848,Doshia,1990-07-20,Betim,Pediatra,587
5849,Erwin,1992-08-26,Ribeirão das Neves,Dermatologista,507
5850,Connie,1958-07-15,Santa Luzia,Ortopedista,615
5851,Esma,1948-12-02,Belo Horizonte,Cardiologista,625
5852,Ann,1972-04-17,Belo Horizonte,Ortopedista,689
5853,Josiah,1975-03-21,Belo Horizonte,Cardiologista,361
5854,Leamon,1969-03-31,Ribeirão das Neves,Ortopedista,485
5855,Pascuala,1950-11-13,Belo Horizonte,Ortopedista,19
5856,Oneta,1986-03-04,Ribeirão das Neves,Ortopedista,134
5857,Maryann,1970-02-16,Contagem,Ortopedista,2
5858,Andrea,1976-06-07,Contagem,Dermatologista,174
5859,Ercelle,1953-02-24,Ribeirão das Neves,Cirurgião,105
5860,Carl,1964-11-19,Contagem,Pediatra,576
5861,Jack,1950-10-01,Betim,Dermatologista,228
5862,Cleo,1946-02-25,Betim,Pediatra,349
5863,Doretta,1986-07-13,Santa Luzia,Cardiologista,225
5864,Sonny,1967-05-22,Contagem,Neurologista,352
5865,Tolbert,1974-08-16,Santa Luzia,Pediatra,153
5866,Ernestina,1950-01-11,Belo Horizonte,Cardiologista,37
5867,Lorette,1999-01-18,Santa Luzia,Neurologista,676
5868,Alva,1974-08-02,Ribeirão das Neves,Ortopedista,94
5869,Hope,1949-10-11,Santa Luzia,Pediatra,444
5870,Asbury,1992-09-22,Belo Horizonte,Dermatologista,206
5871,Adolph,1977-06-19,Ribeirão das Neves,Ortopedista,682
5872,Tiny,1988-09-03,Contagem,Pediatra,225
5873,Louisa,1963-11-10,Belo Horizonte,Cardiologista,331
5874,Smith,1967-07-18,Belo Horizonte,Dermatologista,100
5875,Collie,1970-09-25,Contagem,Cirurgião,463
5876,Evelina,1970-04-13,Belo Horizonte,Neurologista,215
5877,Hosea,1948-07-04,Santa Luzia,Pediatra,144
5878,Neal,1951-06-22,Santa Luzia,Cirurgião,300
5879,Nancy,1961-11-04,Santa Luzia,Pediatra,968
5880,Winfred,1959-03-01,Santa Luzia,Cirurgião,713
5881,Ellison,1961-03-23,Betim,Dermatologista,377
5882,Fate,1993-12-30,Contagem,Dermatologista,636
5883,Hessie,1960-11-15,Ribeirão das Neves,Dermatologista,960
5884,Gregoria,1954-08-14,Contagem,Ortopedista,798
5885,Ludie,1994-10-28,Ribeirão das Neves,Cirurgião,828
5886,Sid,1944-08-18,Betim,Pediatra,365
5887,Cherry,1978-04-21,Santa Luzia,Cardiologista,998
5888,May,1961-01-27,Belo Horizonte,Cirurgião,45
5889,Patience,1984-03-22,Santa Luzia,Cirurgião,682
5890,Mariam,1955-01-11,Betim,Cardiologista,664
5891,Aili,1945-12-02,Belo Horizonte,Neurologista,919
5892,Casper,1975-04-23,Betim,Cardiologista,580
5893,Lenna,1963-12-07,Contagem,Cardiologista,798
5894,Vonda,1953-11-30,Santa Luzia,Pediatra,583
5895,Allen,1945-10-02,Santa Luzia,Neurologista,889
5896,Herschel,1994-11-07,Belo Horizonte,Cirurgião,791
5897,Laurine,1977-06-07,Contagem,Pediatra,100
5898,Pate,1954-01-22,Contagem,Cirurgião,804
5899,Loretto,1945-06-17,Ribeirão das Neves,Dermatologista,610
5900,Henryetta,1950-10-14,Betim,Dermatologista,232
5901,Arabella,1953-10-02,Betim,Dermatologista,271
5902,Arthur,1959-10-27,Santa Luzia,Pediatra,13
5903,Marylou,1969-04-04,Santa Luzia,Ortopedista,442
5904,Jodie,1967-11-22,Ribeirão das Neves,Cardiologista,287
5905,Lillia,1971-03-04,Contagem,Cirurgião,771
5906,Marcellus,1970-02-15,Belo Horizonte,Pediatra,781
5907,Jessie,1980-01-19,Santa Luzia,Cardiologista,810
5908,Ira,1968-03-28,Betim,Pediatra,441
5909,Alba,1951-12-19,Belo Horizonte,Cardiologista,621
5910,Thomas,1952-08-30,Ribeirão das Neves,Dermatologista,710
5911,Karl,1962-06-02,Betim,Ortopedista,628
